,track-name,artist-name,artist-id,track-id,tags
14,Apply Some Pressure,Maxïmo Park,92e634a7-6023-4be8-be15-ebba822f5b34,f6fa333b-9b8b-5b30-bf86-77bc7651f389,"['indie rock', 'indie', 'british', 'rock', 'alternative rock']"
15,Such Great Heights,Iron & Wine,c3f28da8-662d-4f09-bdc7-3084bf685930,8c76d3fa-c563-5d0c-873a-ef763437de65,"['acoustic', 'Mellow', 'indie', 'folk', 'cover']"
16,What Became Of The Likely Lads,The Libertines,82b304c0-7da4-45d3-896a-0767c7ae1141,b254b063-51db-5a71-a1e1-af714c70d2d1,"['indie', 'british', 'indie rock', 'rock', 'alternative']"
17,Waiting On An Angel,Ben Harper,b07016ee-5de9-4419-8205-0490d95dc638,75082a6e-8588-55ab-b006-47851d9b209c,"['acoustic', 'folk', 'singer-songwriter', 'Mellow', 'ben harper']"
18,Arbeit Macht Frei,The Libertines,82b304c0-7da4-45d3-896a-0767c7ae1141,e98eaa6d-aa27-57dc-a4ff-7fece922e14b,"['indie rock', 'indie', 'british', 'rock', 'punk']"
19,Crosses,José González,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8,3640eaf9-94d9-5654-ba65-63fdafa0319b,"['acoustic', 'singer-songwriter', 'indie', 'Mellow', 'chillout']"
20,Paper Planes,M.I.A.,7cf0ea9d-86b9-4dad-ba9e-2355a64899ea,1298d63a-715a-5185-8a21-2e38a765141c,"['Hip-Hop', 'electronic', 'female vocalists', 'dance', 'british']"
21,Alive,Daft Punk,056e4f3e-d505-4dad-8ec1-d04f521cbb56,3ca7e003-1842-586e-b4d6-1daff10b8075,"['electronic', 'House', 'electronica', 'dance', 'Daft Punk']"
22,Fancy Footwork,Chromeo,647221d0-f6b1-4e03-924c-c59b8059536f,ee82d8fd-1a3e-5498-a33e-50c3dc4dbedd,"['electronic', 'funk', 'electro', 'dance', 'electronica']"
23,Pogo,Digitalism,7b52603c-a84c-4a76-8dc8-899bb4dd9fa7,3550bc50-8b5b-5085-ace2-3d9c9205e6e5,"['electronic', 'electro', 'dance', 'electronica', 'new rave']"
24,Sexy Boy,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,932edd69-8cfb-540e-8f1e-c5418995a83d,"['electronic', 'chillout', 'electronica', 'french', 'ambient']"
25,Something About Us,Daft Punk,056e4f3e-d505-4dad-8ec1-d04f521cbb56,a85e3345-186f-5439-92c3-af629d0fdc7c,"['electronic', 'chillout', 'electronica', 'Daft Punk', 'chill']"
26,Light My Fire,The Doors,9efff43b-3b29-4082-824e-bc82f646f93d,f8aa0bf2-3c04-5e43-95dc-d2f303f9ab02,"['classic rock', 'Psychedelic Rock', 'rock', '60s', 'psychedelic']"
27,You Are The One,Shiny Toy Guns,ad61e25e-5516-41e1-b60d-744e8220986e,f5594013-34a6-53a4-bc82-7e0d501ea1e3,"['electronic', 'indie', 'electronica', 'rock', 'indie rock']"
28,Around The World,Daft Punk,056e4f3e-d505-4dad-8ec1-d04f521cbb56,603f969a-df61-5c26-8742-fdce1d89eb4d,"['electronic', 'dance', 'House', 'electronica', 'techno']"
29,Kill Caustic,Afi,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,b3ce5aaa-8cc8-5828-ad34-88acded739c1,"['punk', 'punk rock', 'rock', 'emo', 'AFI']"
30,Prelude 12/21,Afi,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,41a0346e-f2de-5361-913d-aa6d15164b3a,"['rock', 'punk', 'alternative', 'emo', 'punk rock']"
31,Every Planet We Reach Is Dead,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596,c27d0c4d-5df5-5a9d-913e-71d2d509e9c7,"['alternative', 'electronic', 'gorillaz', 'Hip-Hop', 'rock']"
32,L.A. Woman,The Doors,9efff43b-3b29-4082-824e-bc82f646f93d,3935d4c4-7d66-56fc-b077-c0925ca91cd4,"['classic rock', 'rock', 'Psychedelic Rock', 'The Doors', 'psychedelic']"
33,Badfish,Sublime,95f5b748-d370-47fe-85bd-0af2dc450bc0,a2ba36d3-9233-5940-9c41-563b8194b71a,"['ska', 'reggae', 'sublime', 'rock', 'punk']"
34,Summer Shudder,Afi,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,2b32d1c6-3588-50d8-b0f5-0914a5bb13bf,"['punk rock', 'rock', 'punk', 'emo', 'AFI']"
35,All I Need,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,88ff31ff-07d3-5909-b8d4-942377de3c04,"['alternative', 'alternative rock', 'radiohead', 'rock', 'british']"
36,Sonnet,The Verve,d4d17620-fd97-4574-92a8-a2cb7e72ce42,7da1ca1f-25aa-527b-add3-78c4c49ab95f,"['britpop', 'rock', 'indie', 'alternative', '90s']"
37,Nude,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,59671b3e-76a0-5da7-af83-d593dc187dd5,"['alternative', 'alternative rock', 'rock', 'indie', 'beautiful']"
38,Videotape,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,4acc0486-b446-5428-87b4-1e7dd46d070d,"['alternative', 'piano', 'rock', 'indie', 'beautiful']"
39,White Winter Hymnal,Fleet Foxes,fa97dd36-1b82-43d7-a6e4-2adeafd59cef,b02c86de-4179-5078-81f2-5f966107dc0e,"['folk', 'indie', 'Mellow', 'beautiful', 'winter']"
40,Bodysnatchers,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,d8da1e04-5582-561e-8b81-41b67ee46460,"['alternative', 'rock', 'alternative rock', 'radiohead', 'indie']"
41,Jigsaw Falling Into Place,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,a3d2cb06-561e-5073-adc4-03cb948a2b52,"['alternative', 'alternative rock', 'rock', 'radiohead', 'indie']"
42,Weird Fishes/Arpeggi,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,4a6cf163-02db-57ac-8849-1be539612922,"['alternative', 'alternative rock', 'rock', 'radiohead', 'indie']"
43,Back To Black,Amy Winehouse,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,eb0a4cca-c5c2-56f5-a805-4176f01f1ade,"['soul', 'female vocalists', 'jazz', 'Amy Winehouse', 'british']"
44,House Of Cards,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,da118b65-db06-52e5-acd1-82a2798d2098,"['alternative', 'alternative rock', 'rock', 'indie', 'radiohead']"
45,All I Need,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,75b8ae8f-cb40-594b-bc80-982efc00111d,"['chillout', 'electronic', 'ambient', 'lounge', 'chill']"
46,In My Arms,Mylo,a066b730-3809-4b39-a091-2297d40b51db,c456f368-52da-543a-ba08-3d1c717e78bb,"['House', 'dance', 'electronic', 'electronica', 'electro']"
47,What Else Is There,Röyksopp,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,e04bbcae-b18d-5c53-bd23-7cc3e005cdde,"['electronic', 'chillout', 'electronica', 'norwegian', 'ambient']"
48,You Make It Easy,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,7e51fbc3-b90b-5ea8-bad3-2f3d120028e1,"['chillout', 'electronic', 'ambient', 'electronica', 'french']"
49,Toop Toop,Cassius,256160e8-37fd-4f8c-a3ef-530ebbaa4b3d,7834f583-08f2-5309-b6a2-4c06335ae611,"['House', 'electronic', 'dance', 'electro', 'electronica']"
50,Run,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,232cab47-0168-59d7-8260-58a539847da8,"['electronic', 'chillout', 'ambient', 'electronica', 'french']"
51,Heartbeats,José González,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8,cee5ae09-e119-5c1f-8008-0e3f1f250428,"['acoustic', 'chillout', 'indie', 'Mellow', 'singer-songwriter']"
52,Kelly Watch The Stars,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,f93ee0c6-867b-5f19-bc2e-910f7cf62cc2,"['electronic', 'chillout', 'electronica', 'french', 'ambient']"
53,La Femme D'Argent,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,307d16c0-3222-55cd-9573-d6e3acf87c54,"['chillout', 'electronic', 'ambient', 'downtempo', 'electronica']"
54,Talisman,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,2210d455-4e41-5fe3-83b0-7045bf41549e,"['chillout', 'electronic', 'ambient', 'downtempo', 'electronica']"
55,Mike Mills,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,b11a6b6c-f1b1-56bd-abcd-33893e202f3b,"['electronic', 'chillout', 'ambient', 'french', 'instrumental']"
56,Playground Love,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,b1260ebf-d036-56a4-8890-7d6e4f9762c8,"['chillout', 'electronic', 'ambient', 'french', 'Mellow']"
57,Alpha Beta Gaga,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,c76dae4e-4248-5a39-a200-dbbe61a24c64,"['electronic', 'chillout', 'ambient', 'electronica', 'french']"
58,Muscle Cars,Mylo,a066b730-3809-4b39-a091-2297d40b51db,91486ad8-fa51-56ee-b15a-d5af54e72682,"['electronic', 'House', 'dance', 'chillout', 'electronica']"
59,Walking Away (Tocadisco Remix),The Egg,6fe91ae9-8ddb-47b0-a2d7-252833ce5500,8d599314-56c2-5e35-944c-ddf5c885da8a,"['House', 'electronic', 'electro', 'electro house', 'dance']"
60,Venus,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,9277de6c-0ea9-529d-ac97-db899c4332d4,"['electronic', 'chillout', 'ambient', 'electronica', 'french']"
61,Porcelain,Moby,8970d868-0723-483b-a75b-51088913d3d4,aa9a992e-cb2e-5047-a427-fec33e972892,"['electronic', 'chillout', 'ambient', 'Moby', 'electronica']"
62,Cherry Blossom Girl,Air,cb67438a-7f50-4f2b-a6f1-2bb2729fd538,a55d4803-3629-5f6f-8e14-b7068ce1f3a4,"['chillout', 'electronic', 'ambient', 'french', 'electronica']"
63,Love Song,The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf,7503d6fd-3fcf-5dd6-ab60-781248297ed9,"['80s', 'new wave', 'alternative', 'post-punk', 'rock']"
64,I Know,Placebo,847e8284-8582-4b0e-9c26-b042a4f49e57,378b7808-bf34-5781-9b3a-25d7f263087e,"['alternative rock', 'alternative', 'rock', 'Placebo', 'british']"
65,Because I Want You,Placebo,847e8284-8582-4b0e-9c26-b042a4f49e57,30dd868a-b9eb-5c97-ab64-affdf4a4d9e3,"['alternative rock', 'rock', 'alternative', 'Placebo', 'indie']"
66,Lebanese Blonde,Thievery Corporation,a505bb48-ad65-4af4-ae47-29149715bff9,d082b8d0-e65c-5b5c-aeb7-17361cc0107f,"['chillout', 'downtempo', 'lounge', 'electronic', 'trip-hop']"
67,Welcome To Heartbreak (Feat. Kid Cudi),Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,ce387efd-fc46-5516-8997-95bd54f19302,"['Hip-Hop', 'pop', 'Kanye West', 'singer-songwriter', '2008']"
68,Heartless,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,2ccbac91-dc87-52a7-9029-482a5de61625,"['Kanye West', 'hip hop', 'Hip-Hop', 'rap', 'rnb']"
69,Love Lockdown,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,c13936c7-d288-5e0d-a27a-d5b1d42b1ecc,"['Hip-Hop', 'Kanye West', 'hip hop', 'pop', 'catchy']"
70,Robocop,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,fbf7a90c-3c41-54ef-996c-55355b492acb,"['Hip-Hop', 'Kanye West', 'electronic', 'pop', 'hip hop']"
71,Paranoid (Feat. Mr. Hudson),Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,8f877817-d191-56b4-8621-6a04f673d8b3,"['Awesome', 'hot shit', 'Hip-Hop', 'electronic', 'favorites']"
72,Street Lights,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,9ca72a24-00e1-5e2f-b359-d0bb0177b442,"['hip hop', 'pop', 'rnb', 'Hip-Hop', 'Kanye West']"
73,How To Save A Life,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,bce7c8b0-61b3-578b-90ae-df1753275444,"['alternative', 'rock', 'piano rock', 'indie', 'alternative rock']"
74,Look After You,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,c5006bc8-3e59-5d20-81f8-f9726f797046,"['alternative', 'rock', 'The Fray', 'piano rock', 'alternative rock']"
75,Together We Will Live Forever,Clint Mansell,fc015f11-be38-4b7d-b3e8-5d809242ecec,aa5009a7-3ba1-5b82-a6e6-7bb46b846bf8,"['Soundtrack', 'instrumental', 'piano', 'beautiful', 'ambient']"
76,She Is,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,2ed60ef4-9364-5212-ae73-311cd9aa1b66,"['alternative', 'rock', 'piano rock', 'alternative rock', 'The Fray']"
77,Over My Head (Cable Car),The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,085e92ac-a964-5409-8619-58a8cc4195d8,"['alternative', 'rock', 'alternative rock', 'piano rock', 'The Fray']"
78,Fall Away,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,a8cdc864-6630-54e9-af6f-d4591c24da30,"['rock', 'alternative', 'alternative rock', 'The Fray', 'piano']"
79,All At Once,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,813139bf-4670-5c06-9a84-4ba022a1f480,"['alternative', 'rock', 'indie', 'The Fray', 'piano rock']"
80,Little House,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,2f416c65-b185-5767-8641-e516711b39fe,"['rock', 'piano rock', 'alternative', 'piano', 'The Fray']"
81,Dead Wrong,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,132459f1-8571-52f8-8efe-fe6f03cb6625,"['rock', 'alternative', 'The Fray', 'alternative rock', 'indie']"
82,Hysteria,Muse,9c9f1380-2516-4fc9-a3e6-f9f61941d090,b00bbd48-6192-556d-bf4b-a58ce4dfd991,"['alternative rock', 'rock', 'Muse', 'alternative', 'Progressive rock']"
83,Time Is Running Out,Muse,9c9f1380-2516-4fc9-a3e6-f9f61941d090,afeaf5b6-1921-56ad-a127-389e0e5b1f29,"['alternative rock', 'rock', 'alternative', 'Muse', 'indie']"
84,Amaranth,Nightwish,00a9f935-ba93-4fc8-a33a-993abe9c936b,9f4419e1-ba23-54f0-bf16-7225c89ffc91,"['symphonic metal', 'Gothic Metal', 'metal', 'Power metal', 'Female fronted metal']"
85,This Is The New Shit,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,34cb7439-0f11-5cd0-b698-88391547b797,"['metal', 'industrial', 'industrial metal', 'rock', 'marilyn manson']"
86,Welcome Home,Coheed And Cambria,ae1b47d5-5128-431c-9d30-e08fd90e0767,b6531944-6d8c-50d8-b571-30a49ebc281f,"['Progressive rock', 'rock', 'alternative rock', 'alternative', 'metal']"
87,Bent,Matchbox Twenty,75af9d25-cf32-49c0-9192-60bd8e9784e6,b9b66cce-f864-5a6f-8ff0-f57e7382d1a3,"['rock', 'alternative rock', 'alternative', '90s', 'pop']"
88,Leaf House,Animal Collective,0c751690-c784-4a4f-b1e4-c1de27d47581,103349a2-d7de-5e95-839c-f739b81f8b73,"['experimental', 'freak folk', 'indie', 'psychedelic', 'folk']"
89,Epicentre,Vnv Nation,8385f26a-f374-4a04-9aad-4442ce24db2b,f4186b46-2105-5712-8422-a722af79ffbc,"['futurepop', 'ebm', 'electronic', 'industrial', 'synthpop']"
90,We Looked Like Giants,Death Cab For Cutie,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,a11cda76-7065-5aa2-b65d-d6342288dbae,"['indie', 'indie rock', 'alternative', 'rock', 'death cab for cutie']"
91,Electric Feel,Mgmt,c485632c-b784-4ee9-8ea1-c5fb365681fc,d3395606-9d39-598c-b5a2-0c26a20a85bd,"['electronic', 'indie', 'funky', 'alternative', 'dance']"
92,The Dope Show,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,fa3ad287-eab2-55f0-9ef4-5754e026666a,"['industrial', 'rock', 'industrial metal', 'metal', 'marilyn manson']"
93,Mobscene,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,ad1a8732-1716-5026-8183-fec03b774006,"['industrial', 'industrial metal', 'metal', 'rock', 'alternative']"
94,Sexyback,Justin Timberlake,596ffa74-3d08-44ef-b113-765d43d12738,a0ff4e2b-fa02-5953-a60c-d9565f8c56ef,"['pop', 'dance', 'sexy', 'Justin Timberlake', 'rnb']"
95,Stricken,Disturbed,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,832d2a54-b0d8-5b9b-b536-82303e8189b0,"['metal', 'Nu Metal', 'hard rock', 'rock', 'heavy metal']"
96,Blackest Eyes,Porcupine Tree,169c4c28-858e-497b-81a4-8bc15e0026ea,33e665cc-7c7c-530c-8c34-c201b6fa0594,"['Progressive rock', 'Progressive metal', 'rock', 'Progressive', 'porcupine tree']"
97,The Pot,Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2,253e5a2c-95ec-506c-bb1c-7f2ca36c815a,"['Progressive metal', 'Progressive rock', 'tool', 'metal', 'rock']"
98,Fade To Black,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,681760e0-0877-5eb5-be9a-ea1be1f0f3f5,"['metal', 'thrash metal', 'heavy metal', 'metallica', 'rock']"
99,Hey Joe,Jimi Hendrix,06fb1c8b-566e-4cb2-985b-b467c90781d4,ba5e2134-b244-5fc4-9eac-91ec7c0d5fee,"['classic rock', 'rock', '60s', 'blues', 'guitar']"
100,Have A Cigar,Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,7963da5b-75f4-5b96-bd94-00784c0e93ee,"['Progressive rock', 'classic rock', 'rock', 'Psychedelic Rock', 'Pink Floyd']"
101,Vicarious,Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2,f7176f55-c12f-5153-9c0b-5ac62d81fc49,"['Progressive metal', 'Progressive rock', 'tool', 'metal', 'rock']"
102,Trains,Porcupine Tree,169c4c28-858e-497b-81a4-8bc15e0026ea,e4887d74-43a6-5001-96c6-4d5f64b239ef,"['Progressive rock', 'rock', 'Progressive', 'beautiful', 'alternative']"
103,Wish You Were Here,Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,325999dc-c4a3-56a7-8284-d5fc37a2039e,"['classic rock', 'Progressive rock', 'Pink Floyd', 'rock', 'Psychedelic Rock']"
104,Hey You,Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,d51c3978-009c-536d-82c3-ea9186eccb8b,"['Progressive rock', 'classic rock', 'Psychedelic Rock', 'rock', 'Pink Floyd']"
105,Money,Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,f1c0c02e-3aa3-5dd9-be90-4202b1754ed6,"['classic rock', 'Progressive rock', 'rock', 'Pink Floyd', 'Psychedelic Rock']"
106,Heart Of Gold,Neil Young,75167b8b-44e4-407b-9d35-effe87b223cf,526b5b1e-2c2f-5f3c-97d1-79173411eb77,"['classic rock', 'folk rock', 'rock', 'singer-songwriter', 'folk']"
107,Jams Run Free,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,8e24972b-b870-5bd0-b4d3-236da334e046,"['alternative', 'rock', 'noise rock', 'experimental', 'Grunge']"
108,Swimmers,Broken Social Scene,2eada8f8-056a-4093-bbc2-004909ce743b,65f08c6d-b768-5b1b-9f3c-499e6f02b640,"['indie', 'indie rock', 'Canadian', 'alternative', 'female vocalists']"
109,Disconnect The Dots,Of Montreal,8475297d-fb78-4630-8d74-9b87b6bb7cc8,f73b1e08-127d-528d-93c8-cbdf10ec11d0,"['indie', 'indie pop', 'alternative', 'Of Montreal', 'indie rock']"
110,Herculean,"The Good, The Bad & The Queen",0f211bfc-8c69-4cb7-9165-acbe4353cb0a,bf9a592c-d959-5e8d-9386-ab68af8fa9e7,"['indie', 'alternative', 'britpop', 'british', 'damon albarn']"
111,'84 Pontiac Dream,Boards Of Canada,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,1c3793de-23d4-5244-8a5e-7643240b7e2c,"['electronic', 'ambient', 'chillout', 'electronica', 'idm']"
112,Ice Cream,New Young Pony Club,61cd6f2a-cdde-4f34-aacd-b992badcacba,54ed747f-a90c-5f26-95a9-82181078fb93,"['electronic', 'electropop', 'indie', 'electro', 'Electroclash']"
113,Lights And Music,Cut Copy,caaba574-dfbc-4681-8e56-19b5150897d2,05d35327-7a7d-5181-bce5-9e6daff0a427,"['electronic', 'dance', 'indie', 'australian', 'colobocuro']"
114,The Human Instrument,Volbeat,4753fcb7-9270-493a-974d-8daca4e49125,aba9779b-915d-54a2-99e0-698086afee09,"['heavy metal', 'metal', 'elvis metal', ""rock'n'roll"", 'danish']"
115,"Me, I'M Not",Nine Inch Nails,b7ffd2af-418f-4be2-bdd1-22f8b48613da,97f9d081-2506-57a6-9c0e-22b439c3de57,"['industrial', 'industrial rock', 'electronic', 'rock', 'NIN']"
116,Neverland,The Knife,bf710b71-48e5-4e15-9bd6-96debb2e4e98,c389f2cc-376e-5694-87ea-09d43ae3c668,"['electronic', 'electronica', 'swedish', 'electro', 'synthpop']"
117,Destroy Everything You Touch,Ladytron,b45335d1-5219-4262-a44d-936aa36eeaed,62349770-0810-5084-922d-54b16f6c7684,"['electronic', 'Electroclash', 'electropop', 'electronica', 'synthpop']"
118,Weapon Of Choice,Black Rebel Motorcycle Club,32b90c92-9978-4a07-90eb-caa4b22f4907,aee8fb4c-dcf5-5c72-bf24-8933b7059384,"['rock', 'alternative rock', 'indie rock', 'Garage Rock', 'indie']"
119,Berlin,Black Rebel Motorcycle Club,32b90c92-9978-4a07-90eb-caa4b22f4907,1132ec54-2035-5004-bace-e7d6256c4b26,"['rock', 'indie rock', 'alternative rock', 'Garage Rock', 'indie']"
120,Jambi,Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2,b9174f63-1172-5890-83ab-fb56ce815d78,"['Progressive metal', 'Progressive rock', 'tool', 'metal', 'rock']"
121,Murderers,John Frusciante,f1571db1-c672-4a54-a2cf-aaa329f26f0b,c07bc01f-34ad-5be0-bb1d-9a35789b32d5,"['instrumental', 'alternative', 'rock', 'John Frusciante', 'guitar']"
122,Speakers Push The Air,Pretty Girls Make Graves,b2274e6d-10e8-4068-9dd2-eb55d4a144b5,b09ccd67-f971-5f92-9367-7f8367be828e,"['indie rock', 'indie', 'alternative', 'alternative rock', 'female vocalists']"
123,Sparks,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,65969e3b-5b57-5585-a91d-a706c5a78b89,"['alternative', 'rock', 'Coldplay', 'Mellow', 'britpop']"
124,Over My Head,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,f652b4ee-ad1d-5895-87a2-40cba231aa05,"['alternative', 'piano rock', 'pop rock', 'alternative rock', 'rock']"
125,Dead Disco,Metric,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,a672118f-b44b-5dc2-8fc4-1a1d8cab2ca2,"['indie', 'indie rock', 'female vocalists', 'Canadian', 'rock']"
126,Only You,Portishead,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,6235b5aa-fb85-539d-88ed-f3258fe8c14d,"['trip-hop', 'chillout', 'electronic', 'female vocalists', 'trip hop']"
127,Spin Spin Sugar,Sneaker Pimps,696d8523-39a0-44e2-9add-afaa183a2f46,14bb76c4-45ee-5f84-b217-8ea4a519afc1,"['trip-hop', 'electronic', 'electronica', 'chillout', 'trip hop']"
128,Combat Baby,Metric,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,a798ada3-e038-5dc7-a583-749958548c34,"['indie', 'indie rock', 'female vocalists', 'Canadian', 'Metric']"
129,English Summer Rain,Placebo,847e8284-8582-4b0e-9c26-b042a4f49e57,e9795023-a03b-519b-a36f-0b1b5564d2a5,"['alternative rock', 'alternative', 'rock', 'Placebo', 'british']"
130,Say It Right,Nelly Furtado,13655113-cd16-4b43-9dca-cadbbf26ee05,3751da13-a6b4-5279-b52d-ae25035e2ee0,"['pop', 'female vocalists', 'Nelly Furtado', 'rnb', 'dance']"
131,Banquet,Bloc Party,8c538f11-c141-4588-8ecb-931083524186,bc41cbb9-791a-53b0-a1ff-8a822c35bc11,"['indie', 'indie rock', 'alternative', 'rock', 'Bloc Party']"
132,Beating Heart Baby,Head Automatica,5e94030f-c3c7-4777-a5af-5ecfbfc37bba,6f4fe0e4-7d12-5294-abd5-7921c47eb7b1,"['rock', 'alternative', 'indie', 'alternative rock', 'head automatica']"
133,Colorblind,Counting Crows,a0327dc2-dc76-44d5-aec6-47cd2dff1469,4f3dc2d5-e694-53ca-9c9a-91ee6935959d,"['sad', 'alternative', 'piano', 'Soundtrack', 'rock']"
