,artist-name,artist-id
48,Mickey Avalon,5879a47f-c54f-4ebe-8d63-cdc9c6310dd2
49,Super8 & Tab,d644ba8a-ed79-4ec0-8afa-238a8f254140
50,Anoushka Shankar,40ee8fa3-c6d7-4556-b4e2-9f4114565043
51,Afi,1c3919b2-43ca-4a4a-935d-9d50135ec0ef
52,Duran Duran,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5
53,The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5
54,Ladytron,b45335d1-5219-4262-a44d-936aa36eeaed
55,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596
56,The Good Life,0ad7bbcd-6e77-4dc0-bb61-e331c46f70ec
57,Simon & Garfunkel,5d02f264-e225-41ff-83f7-d9b1f0b1874a
58,Bat For Lashes,10000730-525f-4ed5-aaa8-92888f060f5f
59,Olivia Inspi' Reira (Trapnest),b3835fda-8dfc-4f1d-8804-f79c89993bf0
60,The Cliks,1bc69a93-8020-4e07-8b05-0b63312808fb
61,The Dears,ca7ce20f-c735-4ad9-b664-d8d83b3c7948
62,Glen Hansard & Markéta Irglová,5aca3051-afa2-4f5c-9974-cc9418482a58
63,Robert Wyatt,9f041c61-f382-4048-a1f1-33105124bb99
64,Morphine,42689657-cbec-4f66-a9ed-80f939ea23ed
65,Tender Forever,678ff6d8-859a-4896-844e-220ba8dd1129
66,The Verve,d4d17620-fd97-4574-92a8-a2cb7e72ce42
67,Taxi Taxi!,979a8006-d08c-4b57-9a2e-515bb86170ed
68,Alu,2b08c562-8065-40f9-a7ec-500f23d1eb7d
69,Great Lake Swimmers,64deac19-021e-4dc1-8d11-658be8763589
70,Mandalay,d66acd16-1a3e-449d-88e6-02ffbc55a264
71,Hooverphonic,62dc94cc-f611-4345-87cb-b914796a4a45
72,"Hello, Blue Roses",2765f275-e5ce-4d2a-9817-798df4dfb0b1
73,Fleet Foxes,fa97dd36-1b82-43d7-a6e4-2adeafd59cef
74,Esthero,681bf706-8664-4658-ab1a-39e1d385fae2
75,Immaculate Machine,9f01b9ea-162d-47f5-93b1-3f6a3aeb4b24
76,Poe,72ae540c-514f-4c05-b05d-e6297e0ce4da
77,Imago,dcf0e174-e124-4ea2-9f80-227a387b0f16
78,Calla,c1741e51-aa6b-43db-af02-e0901a49db49
79,The Turtles,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b
80,Feist,a670e05a-cea8-4b37-bce9-d82daf1a0fa4
81,Pop Levi,ad9f40c8-6e7e-40eb-89b2-22c455305824
82,Hamish Imlach,2599d6c7-1d63-4643-8dbc-dd35dd19a2eb
83,Lenny Kravitz,0ef3f425-9bd2-4216-9dd2-219d2fe90f1f
84,Jens Lekman,41aa2734-ec86-4197-a074-d44886e7da8d
85,Glen Hansard,57f89cad-d2ef-48df-9119-8287b106716a
86,Niamh Parsons,d6aef389-ddd7-46d7-98c6-e4b9eb66c2b6
87,Amy Winehouse,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3
88,Marianne Faithfull,14ed9dea-1bb0-4743-ba32-39674a71da89
89,Mylo,a066b730-3809-4b39-a091-2297d40b51db
90,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
91,Röyksopp,1c70a3fc-fa3c-4be1-8b55-c3192db8a884
92,Cassius,256160e8-37fd-4f8c-a3ef-530ebbaa4b3d
93,Gabriel & Dresden,7fedce48-0f20-442d-80fe-324c61339fc3
94,Erick Morillo & P. Diddy,ce4677c1-13e4-450c-9022-161f0438c80e
95,Freeform Five,c0bbc0ad-9fee-42fe-9419-89a72881afde
96,Chocolate Puma,60752459-01cb-48ed-9ac4-09d8e2b6aa37
97,Moby,8970d868-0723-483b-a75b-51088913d3d4
98,Madonna,79239441-bfd5-4981-a70c-55c3f15c1287
99,Junior Jack,e96ab876-83bc-4f5d-98da-91dc8589acbc
100,The Egg,6fe91ae9-8ddb-47b0-a2d7-252833ce5500
101,Martin Solveig,06db73fd-57e2-4a6f-bcd3-699fb7bb7af4
102,Something Brothers,3de58089-b9f0-4999-b405-ed17237b5cf2
103,Deux,0d8303d1-6653-43f1-a0ef-2fcd3835529f
104,Sweet Coffee,480c8278-9245-45fc-8add-cfd521ba88e4
105,Tomaz Vs. Filterheadz,a1b4189d-652c-4ca3-9b87-e10c6402e664
106,M.A.N.D.Y. Vs. Booka Shade,664a8867-2e24-4d05-9bae-de5f7b16f17b
107,Martijn Ten Velden,5fd0fb7f-542c-4c4b-bbd9-d1fa74a9a083
108,Finley Quaye & William Orbit,d4692ccc-92bf-4909-9224-fb3d4c12bc24
109,4Tune 500,9781e8b3-84c8-4a4a-8006-9e8dffb0271e
110,Alter Ego,8a246333-858f-4d89-bd07-b759e7d060e9
111,Modern Talking,98913495-8867-43b3-aa8d-db88ee4d4cdc
112,Whirlpool Productions,31610cea-5863-4439-9dad-b2826624107d
113,Психея,70e06119-d7f0-446c-9370-54925d9b7c85
114,Apparat,dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12
115,Modjo,04bac789-bf59-4383-8ad7-799d20d969f7
116,Ellen Allien & Apparat,64b86e99-b6ec-4fb1-a5cd-f95482d3b57a
117,The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf
118,П.Т.В.П.,671fcfd3-54c4-4b76-ac23-999a606f1f0c
119,Placebo,847e8284-8582-4b0e-9c26-b042a4f49e57
120,Kaliber,918a1863-16b3-4dce-910d-d0f50fbad35f
121,Superpitcher,75224f04-739d-4cef-abe3-d6940e7a1139
122,Nancy Sinatra,c2e36518-9c3b-4dcb-82ad-a3fc7fe99c67
123,Jane Air,aa87bb78-8454-43df-9b7d-65bbbf5ccc53
124,Nirvana,5b11f4ce-a62d-471e-81fc-a69a8278c7da
125,Swayzak,2d91695d-a291-49d4-a028-2584edbf9bd6
126,Natalie Imbruglia,60530915-9371-4b16-bc31-5c4456317ae0
127,Dottie Danger,6f7b89e8-f737-47b6-a360-d1d6d4073f76
128,Fischerspooner,a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0
129,Swod,62d34f46-7e70-4a5a-b51c-9c1fdc4fdca2
130,Каста,a3c5385a-9727-40c8-8152-fb3d98181fff
131,Kadebostan,b56c59c6-2c3a-4ea8-a136-07036d9594e6
132,Extrawelt,1ef2bd54-9610-40ba-87dd-c195828411a9
133,Inxec,fe593611-69fe-4bb4-9281-ce6ee932f6b5
134,Gui Boratto,f3e2ad21-900e-46a0-8597-2a3e457a7c27
135,Oxia,5a0d9997-601f-4f5a-9b63-ff0de4e7b477
136,F.P.G.,cf45133b-164d-4589-9434-73d41c4afba2
137,Kaysha,2eecd1cd-31ae-42f3-9e30-300ffbd7f2ef
138,Loose Ends,e0fe4ee3-6ce4-4b63-8854-049c78584fc8
139,Warren,c95ca175-49bd-46db-9702-0eced6845708
140,Dwele,808c1fbb-ccfb-4b15-a541-72bec155e696
141,Baby D,c13c02a1-6af4-4248-8e10-ae8c0213e19e
142,D4L,6e181837-c4da-4021-8227-d75ef7d65395
143,Donell Jones,ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3
144,Kelis & Too $Hort,7a2bdfb9-2c73-4b84-9658-88e0fc0b43b2
145,Brooke Valentine,99d4a7bd-198c-4561-b87b-0cc162a43669
146,Remy Shand,4043e97e-8a69-424f-bf59-16bc8aac71e6
147,Jill Scott,b1fb6a18-1626-4011-80fb-eaf83dfebcb6
148,Akon,1138a764-2212-4d0a-b02d-0dc14df91e08
149,"Grover Washington, Jr.",c60e178f-36f1-4169-9c03-84addbdbf104
150,Terence Trent D'Arby,91f603ca-b126-42a2-9c29-820ca687347c
151,Lil Wayne,ac9a487a-d9d2-4f27-bb23-0f4686488345
152,Brian Mcknight,bf75ef89-7b4c-4771-ac43-4d5c10617190
153,Keith Sweat,33ecb3d1-9ece-4462-b231-ce6e7a82dd50
154,Destiny'S Child,a796b92e-c137-4895-9c89-10f900617a4f
155,Christina Milian,78e98e0e-f873-4e5e-b4b7-88b7293fd713
156,Jagged Edge,8b4d99eb-7a54-4648-b299-8e1564d11385
157,Pretty Ricky,b79247ee-9870-4a26-8cbc-88d13044d7f6
158,Jibbs,4036bf23-2b69-4be9-a285-e89677ab49bb
159,Craig David,89e39f67-65cc-4f90-b145-b1b56c209f8a
160,Musiq,01872118-3238-4f46-a849-26a0901a0da7
161,Tyrese,975d94b4-7ca8-4eec-ae48-1aa4660995d3
162,Thievery Corporation,a505bb48-ad65-4af4-ae47-29149715bff9
163,D'Angelo,b66771cc-45fa-4a32-b14f-5337d7223d7a
164,Birdman & Lil' Wayne,934b4870-fc90-4379-9ea5-21f310134662
165,Chingy,2c311e1d-5da3-4ffb-a46e-572981b5849f
166,Letoya Luckett,b2f1149b-171a-4bc5-ac8f-3baf9a566abf
167,Soumia,c8a67e35-e7fa-4106-98cd-a9c540e276f1
168,Kaysha & Soumia,27d59eaf-5313-4bdc-a118-a4eea6e51929
169,Charlie Wilson,b2d7c5e9-0e74-45e9-99a2-de24c19ee014
170,Randy Crawford,614e392a-0d63-48a2-bbd5-03265c407bd1
171,Corbin Bleu,393e3b99-a8dc-497c-81e7-f41f4fb49244
172,Rome,2920c708-9dac-4c9e-9e1d-30c59e55079f
173,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051
174,T.I.,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62
175,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0
176,Safetysuit,9247edb7-1bb5-43f2-a58f-185a8ba6044f
177,Saving Abel,1c3c7d51-4679-476c-8cb0-580a35da018b
178,Clint Mansell,fc015f11-be38-4b7d-b3e8-5d809242ecec
179,Rufus Wainwright,78e46ae5-9bfd-433b-be3f-19e993d67ecc
180,Muse,9c9f1380-2516-4fc9-a3e6-f9f61941d090
181,Nightwish,00a9f935-ba93-4fc8-a33a-993abe9c936b
182,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec
183,Djuma Soundsystem,d95af426-8471-49e4-97de-87a23c1b88d7
184,Oceanlab,a558ed3c-ab7d-49b8-a52d-14071b95fa4f
185,Coheed And Cambria,ae1b47d5-5128-431c-9d30-e08fd90e0767
186,Bullet For My Valentine,d530dbf9-69b1-404f-98f2-0431104f5a1e
187,Matchbox Twenty,75af9d25-cf32-49c0-9192-60bd8e9784e6
188,The Birthday Massacre,83d8a06a-4145-444a-b4ae-49e1e986206f
189,Disturbed,4bb4e4e4-5f66-4509-98af-62dbb90c45c5
190,Switchblade Symphony,e20c20e9-8b3d-4dc3-b8d9-374869cfa12a
191,Him,4cc51547-88ae-49a2-bf7e-0ef65ee7a94c
192,Anberlin,c648509e-9916-4c56-ab63-652a03da16dd
193,Porcelain And The Tramps,fcc07a0d-ec39-4299-b071-d67aa442fab1
194,Animal Collective,0c751690-c784-4a4f-b1e4-c1de27d47581
195,Vnv Nation,8385f26a-f374-4a04-9aad-4442ce24db2b
196,Oomph!,d82ba5f4-da09-479a-ab18-4b1a122c4345
197,Josh Groban,12be5b16-915f-44bc-978a-8ddfab235b79
198,Chiasm,633c4ffc-63ff-483b-b83c-374f5e63b298
199,Hocico,b16fd684-831e-4128-8120-6626e76f88c6
200,Dead Poetic,adc23aa6-fb62-42e9-9d9f-227f13ab08f7
201,Def Leppard,7249b899-8db8-43e7-9e6e-22f1e736024e
202,Mgmt,c485632c-b784-4ee9-8ea1-c5fb365681fc
203,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0
204,Panzer Ag,548de0a5-c047-4910-98b6-399b7845347c
205,Tiësto,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd
206,Enigma,f1d1df24-91af-4d27-83a4-9b4ad29b37eb
207,Pezet-Noon,1dafd27e-3c95-47e2-a45a-a692c7bc3b90
208,Mims,f57ceb78-1e1d-427e-8fad-30d63acf9d4a
209,50 Cent,8e68819d-71be-4e7d-b41d-f1df81b01d3f
210,Shop Boyz,bfad839c-ed95-4be6-bdf5-ae7578fb174e
211,Celldweller,fad8967c-a327-4af5-a64a-d4de66ece652
212,Justin Timberlake,596ffa74-3d08-44ef-b113-765d43d12738
213,Nelly Furtado,13655113-cd16-4b43-9dca-cadbbf26ee05
214,Dj Digress,9c71481b-1375-401f-af4a-31dd347c15e1
215,Pezet,0dcb2b7e-8e3a-41ad-a662-811d5902189d
216,The Game,07cc14fb-4784-4a25-804b-2686ed5ef52c
217,Dt8 Project,af480a50-843b-4377-a5f3-18c91db7edc3
218,Lil' Jon & The East Side Boyz,243c6f61-d83b-4459-bebd-5899df0da111
219,Shaun Baker,05ba0467-3a94-4f44-97c9-b8d7c0683a40
220,Studio B,5aac874e-7c81-4713-8f9f-7897faa777d9
221,Robin Fox,8f266b79-a3d5-405c-a6e3-33702c96c015
222,Yoshimoto,b1797662-484f-4803-a6c8-c16baaebf399
223,R.I.O.,2f38efa1-ac38-4a24-8f22-1660a55fba40
224,Kyau & Albert,088acc1e-6762-4350-8bd7-c8f6fb5178ec
225,Kalwi & Remi,7cf44f9b-c702-4ed1-ba67-ee87aabd217d
226,Wyclef Jean,4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c
227,Aethna,08988543-abff-40d7-819b-25fb86a9d3de
228,Kelis,1239d1bc-cc09-43e0-bcd0-374f60346138
229,Dj Tatana,fb38d11f-a207-4534-8b1c-0f2801f9e2aa
230,Cicada,b435ad90-7cfb-4f86-8c41-02581684dedf
231,Dj Touch,4d7f9fba-aa71-4636-bd17-1d9598f5f5ce
232,Pakito,c004177d-8ed3-40b6-b46a-2dbd32077a26
233,Chanel,a4f4fa8a-48bd-4d26-b3b7-88e57e908ffe
234,Dj Shog,37ff534b-5ec5-4fc7-9969-06e3fdf88aa5
235,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
236,C-Bool,9f5a60dd-072d-4965-903b-1827e40ab18d
237,Mind Electric,dc4358e6-6835-4d51-aafb-712a7d0c232a
238,Armin Van Buuren,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df
239,The Streets,6f607087-9c46-4bb2-a884-e4efc764554c
240,Dallas Superstars,2284f210-0229-4f19-a64f-a811a7f114c9
241,Big Bass Vs. Michelle Narine,6bba6817-a3ed-4563-a20b-955dafbf43e2
242,John Marks,92d8f09b-48ff-495f-931c-db03af742cdb
243,Cage,8e0c435a-d7e0-43c4-a99d-808c6a47e1b4
244,The High & Mighty,8aa6013e-369a-4f85-a9ec-7334cb2480f4
245,Jimi Hendrix,06fb1c8b-566e-4cb2-985b-b467c90781d4
246,Kingston Wall,99614fa7-4747-43d1-a411-291cf92d7357
247,Jukka Tolonen,e129cf44-d385-497e-872a-0dc2704a4687
248,Camel,94b7a39b-f3cc-4796-90dd-b1786a62877e
249,Dire Straits,614e3804-7d34-41ba-857f-811bad7c2b7a
250,Porcupine Tree,169c4c28-858e-497b-81a4-8bc15e0026ea
251,Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2
252,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
253,Apathy,85c9f617-08d4-478d-b00d-317d362e16f2
254,Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47
255,Virtuoso,160c70f6-93f3-45a1-af3a-b4596f975005
256,Mountain,295ad371-45d3-4370-8504-68c92ca2948d
257,King Crimson,b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3
258,Korn,ac865b2e-bba8-4f5a-8756-dd40d5e39f46
259,Rush,534ee493-bfac-4575-a44a-0ae41e2c3fe4
260,Neil Young,75167b8b-44e4-407b-9d35-effe87b223cf
261,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9
262,Sloan,5a63c831-5bdb-444d-a9db-974501e3317d
263,Dragonette,00ef5e52-582b-4d53-a03a-bbd5b3084197
264,Broken Social Scene,2eada8f8-056a-4093-bbc2-004909ce743b
265,Buck 65,8d18b680-368c-4649-a5e3-85e0c2dd6fc2
266,Of Montreal,8475297d-fb78-4630-8d74-9b87b6bb7cc8
267,"The Good, The Bad & The Queen",0f211bfc-8c69-4cb7-9165-acbe4353cb0a
268,Boards Of Canada,69158f97-4c07-4c4e-baf8-4e4ab1ed666e
269,Midnight Juggernauts,1f8e4ffd-b81b-4d10-91f4-461585bf9d16
270,New Young Pony Club,61cd6f2a-cdde-4f34-aacd-b992badcacba
271,Out Hud,3e7b2266-5a73-4ead-91c9-a73cf9d4b2b4
272,Joakim,6ed9f05b-97f3-437b-ae52-6b6fee5ecc30
273,Cut Copy,caaba574-dfbc-4681-8e56-19b5150897d2
274,Matthew Good,8010da10-5c5b-4041-b119-984a6e2ccf82
275,Spoon,84eac621-1c5a-49a1-9500-555099c6e184
276,Soulwax,68ec1b08-3c2e-40b3-b0af-8f323743fdff
277,Interpol,b23e8a63-8f47-4882-b55b-df2c92ef400e
278,Friendly Fires,ef656595-bbe8-4386-8953-be8df9f54472
279,33Hz,1bbfa9db-cfab-4fb0-9c19-3808870366fb
280,Old Man Gloom,75a97901-0051-4b67-a79b-9ebf2400d1d9
281,Sleepytime Gorilla Museum,7e916aa1-a00c-42e5-968d-a6f243206433
282,Neurosis,a9416fb3-4d28-4575-abae-f0d160be83ed
283,The Sound Of Animals Fighting,9f492774-4cdb-4735-b299-5b6affafe4d4
284,Buckethead,b5179744-f217-4455-9d8b-17b8d4fdeb93
285,Volbeat,4753fcb7-9270-493a-974d-8daca4e49125
286,Low,42faad37-8aaa-42e4-a300-5a7dae79ed24
287,Nine Inch Nails,b7ffd2af-418f-4be2-bdd1-22f8b48613da
288,America,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114
289,Bang Gang,66904609-750e-4c35-8943-c724efa761a6
290,Johnny Cash,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86
291,Skinny Puppy,5a24bc1a-c093-4a82-84ed-8d7f2da0570d
292,Android Lust,fe9a11a4-afb5-48bb-82ca-7b8b4bbd13d3
293,The Knife,bf710b71-48e5-4e15-9bd6-96debb2e4e98
294,Alexander Hacke,64710735-6c39-44e8-8d5b-ffced2a98991
295,Zager & Evans,8fda69dc-1c26-4a75-8097-f9f8ed210878
296,Anna Ternheim,3eb72791-6322-466b-87d3-24d74901eb2d
297,Oceansize,c147b96e-3428-4604-9b6c-d931f980f684
298,Rishloo,9d07f2ed-7bcf-4c60-86cc-0c29654120a0
299,Black Rebel Motorcycle Club,32b90c92-9978-4a07-90eb-caa4b22f4907
300,Foetus,934c6bbc-3fc4-4d4a-9280-f02856da0e12
301,Pj Harvey,e795e03d-b5d5-4a5f-834d-162cfb308a2c
302,Annie Lennox,3e30aebd-0557-4cfd-8fb9-3945afa5d72b
303,John Frusciante,f1571db1-c672-4a54-a2cf-aaa329f26f0b
304,Cocteau Twins,000fc734-b7e1-4a01-92d1-f544261b43f5
305,Therapy?,85226286-349a-4046-8dcf-f75b32baa6b1
306,The Organ,2d12e7de-449d-4151-bc65-e5bad7ace24a
307,Pretty Girls Make Graves,b2274e6d-10e8-4068-9dd2-eb55d4a144b5
308,Metric,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b
309,Michelle Branch,a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96
310,4 Strings,fa6521a7-56b5-4e56-b946-fda469becba9
311,Adema,e9e9109e-5914-48c8-a7e6-a95dd94bd345
312,Tegan And Sara,d13f0f47-36f9-4661-87fe-2de56f45c649
313,Lifehouse,04591295-6d94-45cb-b6c7-1ae17c6f380e
314,Cursive,c4153c51-b4ac-4183-beb3-c5dbfce39176
315,Portishead,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11
316,Sneaker Pimps,696d8523-39a0-44e2-9add-afaa183a2f46
317,Le Tigre,2d67239c-aa40-4ad5-a807-9052b66857a6
318,Scarling.,340c151c-4c19-48a8-92d9-3ce8e1da6264
319,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
320,Ghostland Observatory,b0fa8b31-87cb-43ad-9f15-179725c1e3b6
321,The Afters,487daeb5-ba48-4e2c-9f01-173c9deefa4b
322,Basement Jaxx,28cbf94d-0700-4095-a188-37e373b069a7
323,Avril Lavigne,0103c1cc-4a09-4a5d-a344-56ad99a77193
324,Bloc Party,8c538f11-c141-4588-8ecb-931083524186
325,Head Automatica,5e94030f-c3c7-4777-a5af-5ecfbfc37bba
326,Counting Crows,a0327dc2-dc76-44d5-aec6-47cd2dff1469
327,Veruca Salt,86e8e21a-d29f-47d2-bbf0-e079f7044e71
328,Copeland,17be38e7-97bf-4ead-8432-ba05455b3860
329,Peaches,270acfee-1fbe-413e-a0a8-6a35a8b3b66c
330,Cansei De Ser Sexy,23b58ea2-1cc3-468a-9e76-5027e196e851
331,Anna Nalick,852fb986-b0d9-4529-adaf-4f38bc1b1040
332,Ac/Dc,66c662b6-6e2f-4930-8610-912e24c63ed1
333,Margareds',75dc255a-218d-421f-83b2-de2372ce0ca1
334,Exemtum,5b9280ed-83aa-45c8-bc15-3c48fb4baf35
335,Controlled Collapse,1ef4afa9-1bda-4007-9b50-e3c062478c32
336,Hanzel Und Gretyl,359aa76f-2480-48c7-b7ad-2c285cc1f657
337,Dym,a74c87fd-fe3c-466b-a863-6b989123c014
338,Angelspit,8cfaf3df-e098-4722-b840-dbc84d7aee20
339,Metro Station,ab7ebf8c-059f-4071-93b1-dd3ae80d60b2
340,Tactical Sekt,6d180939-9a1d-4c96-b329-43e3e3a4952a
341,Dawn Of Ashes,a2b7353e-341c-477e-87e4-d4d5937c6b9a
342,In Flames,31745282-b1ea-4d62-939f-226b14d68e7c
343,Psyclon Nine,0541c64f-17dd-424f-9483-391599d14cb6
344,Acylum,330bbd94-7391-4fe5-a7ef-c21c6a84cffd
345,Combichrist,c29f4522-f710-4bb5-a06b-d436fcc3b2fd
346,Static-X,8ac9e35c-e92d-4030-99ef-ba4127b1555c
347,Joy Disaster,6fd96026-8fd5-4e6d-ba10-5d9a170ccd11
348,Muchy,f96627af-7aac-4e16-9245-c5661eb47199
349,Aesthetic Perfection,6b367276-e4dc-4a0e-b10e-2eb933d16ff0
350,Vast,79e98efd-4515-412a-af83-df381f5badd6
351,Xotox,62b756a8-e6c4-4152-890d-b1a9c1b2afef
352,Cool Kids Of Death,b4ad0b11-50bd-4446-9f79-131a7f420a1a
353,Cher,bfcc6d75-a6a5-4bc6-8282-47aec8531818
354,Agonoize,961e5f55-cfe5-4605-965d-028a40242e7e
355,Cygore,f953271e-922c-4fd6-8bbc-3826baed29e8
356,Unter Null,af0a34fd-f127-4b43-93be-e98fa04cd233
357,Special Needs,698e74c1-dfb4-4cce-8fd7-2bbb086af2ef
358,The Flys,9b012ee6-6113-48cc-9412-2161b93429e4
359,Morcheeba,067102ea-9519-4622-9077-57ca4164cfbb
360,Guillemots,42555956-bf57-4240-aadf-b58e6762932c
361,Kt Tunstall,951d2103-9c7d-4849-ae60-88bf6aa4790b
362,Corinne Bailey Rae,bc85c6f6-6b06-44c1-8754-ef32c1e6b824
363,Ludes,76daa477-e119-458a-968d-1a44cf717dc3
364,Orson,45e334d3-d1b5-460c-a3dc-022dec16f3fa
365,The Greenhornes,f6c37c3a-ca23-4110-9bbe-d4e4593cc3a3
366,We Are Scientists,9386b36e-87f3-4716-a219-79a07a4e29cc
367,Alterkicks,b0457765-78dd-46b5-9192-2a14b8f749a3
368,Yeti,d0d33317-df56-4a3f-8ee7-0e38dbb5b42f
369,Kubb,9827118f-6484-414f-8f26-7a55b6c428ff
370,Elbow,3cb3928a-526c-4a3d-93c5-53315fa9bde0
371,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a
372,Deus,2d0ec174-2bff-4f46-ae1b-dfea0ed9391c
373,The Alps,c944a2b6-3f7c-4693-8fb4-0d7beba66a99
374,The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0
375,Dirty Vegas,75df1c98-2075-494f-9612-b87513f0e50c
376,The Smashing Pumpkins,ba0d6274-db14-4ef5-b28d-657ebde1a396
377,Audioslave,020bfbb4-05c3-4c86-b372-17825c262094
378,The Stone Roses,b5fa29f1-6c22-4321-a488-b5f363b06b06
379,The Alps,9610617b-eb60-4d86-88cf-cbbf0f42e462
380,Acceptance,364e1151-40f0-476d-a437-8fc6427262e8
381,Holden,5d7168eb-fa0f-498e-8265-f4407c14e98a
382,Roy North,2864e216-c353-42d9-b812-f3ed0c03ed88
